text,text_clean,label
"I should no longer be surprised when critics miss the most obvious things in works of art, because they are human beings, and the vast majority of human beings are lazy by nature. That said, the simplistic notion that Ingmar Bergman's great 1968 film Shame (or Skammen) is merely an anti-war film does a great deal of damage to the reputation of this very complex, and highly nuanced, film. Compared to its more filmically showoffy predecessors, Persona and Hour Of The Wolf, Shame is seemingly a more classic film, in terms of narrative. But, the key word is seemingly, for while it lacks the bravura pop psychologizing of Persona and the gaudy horror film homages of Hour Of The Wolf, it is one of the best films ever made about war- and not as an anti-war film, nor a pro-war film. As such, it has to rank with Wild Strawberries as one of his greatest films, as well as one of his best screenplays, if not the best.<br /><br />Although ostensibly a more psychologically exterior film than the films that preceded it, it truly says far more realistic things about the human psyche and the will to survive. In it, Max Von Sydow and Liv Ullman play Jan and Eva Rosenberg (perhaps a nod at the infamous American spies, whom many European intellectuals felt were innocent), two musicians who used to play for the local philharmonic orchestra before a war broke out, and they retreated to live on a small plot of land on an island, content to working in a greenhouse. The country they live in is unnamed, as is the island they live on, although the film was made on Bergman's small island of Farö, just off the northern end of the Swedish Island of Göttland. It seems that their nation has been at war for some years with an invading country, or perhaps engaged in a civil war with rebels from another province. This is all left deliberately hazy, as this war is meant to symbolize all wars. This is reinforced as the film starts with assorted war quotes on the screen, as the credits roll. These include quotes from Hitler to Vietnam Era American military figures. After early scenes that depict the prosaic nature of their rural life, and then the coming of war, where even old men are conscripted, an aerial attack ravages the Rosenbergs' land, as enemy jets fly overhead, dropping bombs and what seems to be chemical weapons of an Agent Orange like nature. One plane is hit, and a parachutist jumps out and ends up hanging in a tree. Jan, who starts off the film as a sniveling coward, refuses to go and help, so Eva goes alone. Jan joins her and they find the pilot has been shot. It seems he is, indeed, part of the invading, or possibly rebel, force. A bunch of government soldiers soon stop at their home and ask questions about the dead pilot, then advise the couple to leave their home, as the Invaders are near. there are the misinterpretations of the film on a micro level, such as that of Bergman scholar Marc Gervais, who provides the film commentary on the DVD of the film. Like many other critics, he claims that Jacobi is a Quisling, who has collaborated with the Invaders. But, this is clearly and demonstrably wrong, for Jacobi is with the original Fascist government. As proof, first off, the Invaders are repelled after they invade the Rosenbergs' land and shoot their agitprop interview. We know this because the government that later questions them of the faked interview, and words put into Eva's mouth, see the film as supposed proof of their treason, and Jacobi is clearly working with them, the Fascist Big Brother statists. Secondly, Jacobi is in charge of deciding which of the townsfolk are sent to concentration camps, for collaborating with the Invaders, and the Rosenbergs, again, are among those spared. Thirdly, in his seduction of Eva, Jacobi tells her his son is on leave from the military, and clearly, if he was an Invader, he would not be speaking so happily of his son serving the state. Also, rebel forces are not official armies, and do not grant official leave. Lastly, Filip is clearly with the rebels, or Invaders, of the Organization, and why would he have killed a colleague?<br /><br />That Gervais and other critics so blatantly and wantonly misinterpret and flat out miss such a key and manifest point of this film brings into question their ability to discern any and all aspects of all of Bergman's films. This is a wonderful and great film, and very high in the Berman canon, but it is disappointing to read how so few critics and viewers have really understand its complex message, instead opting out for the cheap, lazy, and easy claim of its being merely anti-war, and a rather simple film in comparison to its two showier predecessors. And that, in the long run, is the real shame of Shame.",longer surprised critic miss obvious thing work art human being vast majority human being lazy nature said simplistic notion ingmar bergman great film shame skammen merely anti war film great deal damage reputation complex highly nuanced film compared filmically showoffy predecessor persona hour wolf shame seemingly classic film term narrative key word seemingly lack bravura pop psychologizing persona gaudy horror film homage hour wolf one best film ever made war anti war film pro war film rank wild strawberry one greatest film well one best screenplay best although ostensibly psychologically exterior film film preceded truly say far realistic thing human psyche survive max von sydow liv ullman play jan eva rosenberg perhaps nod infamous american spy many european intellectual felt innocent two musician used play local philharmonic orchestra war broke retreated live small plot land island content working greenhouse country live unnamed island live although film made bergman small island far northern end swedish island ttland seems nation war year invading country perhaps engaged civil war rebel another province left deliberately hazy war meant symbolize war reinforced film start assorted war quote screen credit roll include quote hitler vietnam era american military figure early scene depict prosaic nature rural life coming war even old men conscripted aerial attack ravage rosenbergs land enemy jet fly overhead dropping bomb seems chemical weapon agent orange like nature one plane hit parachutist jump end hanging tree jan start film sniveling coward refuse go help eva go alone jan join find pilot shot seems indeed part invading possibly rebel force bunch government soldier soon stop home ask question dead pilot advise couple leave home invader near misinterpretation film micro level bergman scholar marc gervais provides film commentary dvd film like many critic claim jacobi quisling collaborated invader clearly demonstrably wrong jacobi original fascist government proof first invader repelled invade rosenbergs land shoot agitprop interview know government later question faked interview word put eva mouth see film supposed proof treason jacobi clearly working fascist big brother statists secondly jacobi charge deciding townsfolk sent concentration camp collaborating invader rosenbergs among spared thirdly seduction eva jacobi tell son leave military clearly invader would speaking happily son serving state also rebel force official army grant official leave lastly filip clearly rebel invader organization would killed colleague gervais critic blatantly wantonly misinterpret flat miss key manifest point film brings question ability discern aspect bergman film wonderful great film high berman canon disappointing read critic viewer really understand complex message instead opting cheap lazy easy claim merely anti war rather simple film comparison two showier predecessor long run real shame shame,1
"What a loss the passing of director Emile Ardolino was! He could take a light script and, with the right casting and editing, put a twinkle in it and make it shine like a star. This particular star may not be the brightest in the sky as great romances go, but it is definitely one that keeps you tuned in to the end. You really want to know how things are going to work out.<br /><br />The script is perfect for Cybill Shepherd, who at the time needed to capitalize on her ""Moonlighting"" success for the new generation who was (fortunately for her) probably unaware of how many big screen major duds she had after a very promising start. In this film she's every bit back in form as a still-pining widow living vicariously through her daughter (Mary Stuart Masterson on the cusp of stardom which would peak with ""Fried Green Tomatoes"" two years later). She may have looked too young for the role, but that works well for the way the story unfolds. This is her film, but she doesn't overstep her bounds as a lead.<br /><br />SHepherd graciously allows Robert Downey Jr. to carry much of the film and shows a more mature comic flair than he had in his previous films to that point. And there's ample support from Ryan O'Neal (in his best role in years) and Christopher MacDonald. Masterson's natural charm pretty much coasts on its own, either that or she has a way of making her character seem like a breath of fresh air with every word.<br /><br />Ardolino makes good use of his cast's sex appeal the same way he did with ""Dirty Dancing"", but this film is not quite as sizzling so you could still watch it with your parents if they happened to be in the room. (Use your best judgment, they're your parents after all.) I give this film a high mark because it is very user friendly, romantic comedy enthusiasts will find it sublime, and those who are just watching along with them should find plenty of humor to enjoy as well.<br /><br />Again, credit goes to Emile Ardolino for making the most of a charming script by Randy and Perry Howze. (Where are they now?) Ardolino's next film would be the phoned-in sequel to ""Three Men and A Baby"" but his final theatrical release (Sister Act) would finally give him the nine-figure-grossing smash hit he deserved. Mr. Ardolino, your cinematic touch IS missed!",loss passing director emile ardolino could take light script right casting editing put twinkle make shine like star particular star may brightest sky great romance go definitely one keep tuned end really want know thing going work script perfect cybill shepherd time needed capitalize moonlighting success new generation fortunately probably unaware many big screen major dud promising start film every bit back form still pining widow living vicariously daughter mary stuart masterson cusp stardom would peak fried green tomato two year later may looked young role work well way story unfolds film overstep bound lead shepherd graciously allows robert downey jr carry much film show mature comic flair previous film point ample support ryan neal best role year christopher macdonald masterson natural charm pretty much coast either way making character seem like breath fresh air every word ardolino make good use cast sex appeal way dirty dancing film quite sizzling could still watch parent happened room use best judgment parent give film high mark user friendly romantic comedy enthusiast find sublime watching along find plenty humor enjoy well credit go emile ardolino making charming script randy perry howze ardolino next film would phoned sequel three men baby final theatrical release sister act would finally give nine figure grossing smash hit deserved mr ardolino cinematic touch missed,1
"Since growing up in Czechoslovakia I was following history of RAF pilots and crews in WWII Great Britain, their stories and tragic ending either in the combat or in communist prisons and camps. This is without any doubt more than dark chapter in our history, although the fact that those brave men we're able to go through all this and recover afterward is amazing. To all people who want to see great movie...this is the one! During recent visit of Czech Republic I saw this movie three times in three days (they we're just playing it for three days...otherwise I will go to see it even few more times!!! It's worth of it!) I hope you will enjoy it, although it requires a little more thinking and knowledge of background information behind the story, pretty much same way that the movie ""Kolya"" was. It's not a simple movie because of it's deep story, and the way its told will most likely make you crying...it did to me three times in row... Zdenek Sverak did as always a great script, his son Jan made a great movie and the cast? Without doubt all of them did great job, I was amazed by Ondrej Vetchy, by great role played by Oldrich Kaiser and all other actors which made this movie simply GREAT!!! If this is not an Oscar nomination I think that I will be on strike in Holywood.",since growing czechoslovakia following history raf pilot crew wwii great britain story tragic ending either combat communist prison camp without doubt dark chapter history although fact brave men able go recover afterward amazing people want see great movie one recent visit czech republic saw movie three time three day playing three day otherwise go see even time worth hope enjoy although requires little thinking knowledge background information behind story pretty much way movie kolya simple movie deep story way told likely make cry three time row zdenek sverak always great script son jan made great movie cast without doubt great job amazed ondrej vetchy great role played oldrich kaiser actor made movie simply great oscar nomination think strike holywood,1
"I just adore this film! I love all characters and I can watch it again<br /><br />and again...and I use to listen to the soundtrack again and again.<br /><br />Although I have seen it about two years after it was made and I<br /><br />have never been such youngster as Jip and company I can<br /><br />understand them and I love their stories. And if somebody thinks this film is crap, I disagree and I say it is<br /><br />full of positive energy and friendship and love...and full of youth!<br /><br />The weekend has landed...enjoy it!",adore film love character watch use listen soundtrack although seen two year made never youngster jip company understand love story somebody think film crap disagree say full positive energy friendship love full youth weekend landed enjoy,1
"I don't know what it is exactly, but the film is happily sitting on my shelf, with no thought of ever leaving me...Fulci has crafted one of the most ridiculous, bizzare, cheez-infested and well unique movies I've ever seen. Not sure what else to say about it, but I LOVE THIS MOVIE!!! The steak tartar scene is absolutely uproarious, and the whole nazi torture orgy fiasco is strangely hilarious...I'm not sure what Fulci was trying to do, but has anyone heard that, based on this film, Fulci accused Wes Craven of ripping him off with ""Scream""? ""Cat in the Brain"" is a must for bad movie lovers everywhere...Yes I'll definitely say it's not a ""good"" film, but I guarantee certain scenes will stick in your mind forever! This is an exercise in craziness, people...I guess if I were a ""serious"" critic I'd give it a 3, but on sheer enjoyability (again I can't really explain my affections) I'd give it a 7....Really whacked out flick...",know exactly film happily sitting shelf thought ever leaving fulci crafted one ridiculous bizzare cheez infested well unique movie ever seen sure else say love movie steak tartar scene absolutely uproarious whole nazi torture orgy fiasco strangely hilarious sure fulci trying anyone heard based film fulci accused wes craven ripping scream cat brain must bad movie lover everywhere yes definitely say good film guarantee certain scene stick mind forever exercise craziness people guess serious critic give sheer enjoyability really explain affection give really whacked flick,1
"When the young Kevin gets the boat of his dead uncle as a gift, he invites five friends of him to a trip to Catalina Island for the weekend. While in the journey, they drink booze, have sex and play games, with each one of them telling his or her greatest fear. Later Kevin drowns in the open sea, the engine stops, and they are haunted and murdered by their greatest innermost fear.<br /><br />Yesterday, my wife, son, daughter and three other friends joined to watch ""Haunted Boat"" on DVD. With less than 30 minutes running time, the group gave up watching this messy and boring amateurish piece of crap, and we decided to see another film. Later, I decided to watch the rest of this flick to see how bad it could be and it would have been better off going to bed to sleep. The confused story has an awful cinematography and camera work, with a cast that is probably studying to be actors and actresses and in the end this film seems to be a bad project of cinema school. The terrible and pretentious screenplay shows a ridiculous twist in the end, actually a complete mess that made me not understand what the story is all about. Was the girl insane and traveled alone in the boat, imagining the whole situation with imaginary friends? If that is true, are their friend again in the very end fruit of her madness? My vote is one.<br /><br />Title (Brazil): ""Viagem Para a Morte"" (""Trip to the Death"")",young kevin get boat dead uncle gift invite five friend trip catalina island weekend journey drink booze sex play game one telling greatest fear later kevin drowns open sea engine stop haunted murdered greatest innermost fear yesterday wife son daughter three friend joined watch haunted boat dvd less minute running time group gave watching messy boring amateurish piece crap decided see another film later decided watch rest flick see bad could would better going bed sleep confused story awful cinematography camera work cast probably studying actor actress end film seems bad project cinema school terrible pretentious screenplay show ridiculous twist end actually complete mess made understand story girl insane traveled alone boat imagining whole situation imaginary friend true friend end fruit madness vote one title brazil viagem para morte trip death,0
"I own Ralph Bakshis forgotten masterpiece Fire & Ice on an old OOP rental videotape.<br /><br /> Well for one thing, this is better than any other Conan-esque film you'll ever see. Sure, it's cheesy, but who cares? It stood the test of time, and the only way it started to look cheesy is in comparisons to modern fantasy epics like LOTR:FOTR (though I love that film.)<br /><br /> The plot goes like this: After a battle between Fire & Ice, a kings daughter is kidnapped by Jarols (Ice) subhuman creatures, while a sole survivor of a victimized village rescues her.<br /><br /> Yeah it doesn't sound as a original as Nurse Betty, but that's not the point. It is really to bring to life an interesting idea of a world of two enemies: Fire & Ice. And it succeeds.<br /><br /> As for the action scenes: superb. They are well handled, have terrific suspence, and have plenty of loud noises. Just check out the climatic battle, now THAT'S an ending!<br /><br /> The acting and dialogue: competent. Really. They aren't gonna be nominated for an Oscar, but they are OK and don't get on your nerves.<br /><br /> The animation is quite good. Shot on 3D and rotoscoped (I THINK), it looks pretty good. A lot of the backgrounds look really detailed and well drawn, and although the character designs feel a little 1-dimentional, they are OK.<br /><br /> Overall, this is a fine neglected little gem and will entertain you more than any of the superfical ""entertainment"". 10/10",ralph bakshis forgotten masterpiece fire ice old oop rental videotape well one thing better conan esque film ever see sure cheesy care stood test time way started look cheesy comparison modern fantasy epic like lotr fotr though love film plot go like battle fire ice king daughter kidnapped jarols ice subhuman creature sole survivor victimized village rescue yeah sound original nurse betty point really bring life interesting idea world two enemy fire ice succeeds action scene superb well handled terrific suspence plenty loud noise check climatic battle ending acting dialogue competent really gon na nominated oscar ok get nerve animation quite good shot rotoscoped think look pretty good lot background look really detailed well drawn although character design feel little dimentional ok overall fine neglected little gem entertain superfical entertainment,1
"This movie is worth watching if you enjoy marvelling over special effects. There are some interesting visuals.<br /><br />Aside from that, it's typical nineties/aughties hollywood fare of dazzle without substance. True to the title.<br /><br />It's not worth picking apart the story. That's like performing brain surgery on a dinosaur. There's not much there to begin with. It's nothing original and not very special. So don't go in for the story at all. Just look at the effects.<br /><br />As has been mentioned, it got a little flashy at the end, diluting the purity of great FX treatment of an invisible (and at times half invisible) man. However if you ignore the ""standard"" pyrotechnics, it's a sight to behold (or not to behold).<br /><br />All in all, it's a decent FX film worth seeing for that purpose and that alone.",movie worth watching enjoy marvelling special effect interesting visuals aside typical ninety aughties hollywood fare dazzle without substance true title worth picking apart story like performing brain surgery dinosaur much begin nothing original special go story look effect mentioned got little flashy end diluting purity great fx treatment invisible time half invisible man however ignore standard pyrotechnic sight behold behold decent fx film worth seeing purpose alone,0
"After watching John preform this one of a kind show, I had to share.....It was really something to watch a grown man portray himself as a child. I like the fact that with every character he ""became,"" you could picture what they looked like. It is more entertaining when you can understand the individual. ""Freak"" is what real ""stand up"" should be. John is REAL talent.",watching john preform one kind show share really something watch grown man portray child like fact every character became could picture looked like entertaining understand individual freak real stand john real talent,1
"Pet Semetary (1989) 9/10 The Creed family have just moved into the small town of Ludlow. The family consists of a father, Louis, a mother, Rachel, a brother Gage, and a daughter, Ellen. They are greeted with kindness by Jud Crandall. Jud is 89, and could basically tell you about the entire history of Ludlow.<br /><br />Behind the Creed's new house, there is a path leading to a pet cemetery (spelled pet sematary). When Ellen wants to go up to see it, Jud willfully takes the family on a trip. That is the start of hell for the Creed family.<br /><br />When Rachel and the kids are gone, Ellen's cat Church dies. Jud feels that Ellen isn't ready for the death of her cat, so he suggests Louis follow him further up the path, past the pet cemetery.<br /><br />Jud tells Louis of this burial ground, once used by Micmac Indians. Louis buries Church, without Jud's help. A couple of days later, Church returns, alive, but from hell.<br /><br />This movie was one of two horror movies that could actually scare me, aside from ""The Exorcist."" The greatest performance would ever be Zelda, Rachel's sister with spinal meningitis, or Victor Pascow, a ghost who tries to help the Creeds from making the mistake of bringing back things from the dead.<br /><br />The music in this movie plays an extravagant part. It is at the same time sad and mysterious. It goes along with the movie wonderfully.<br /><br />9/10",pet semetary creed family moved small town ludlow family consists father louis mother rachel brother gage daughter ellen greeted kindness jud crandall jud could basically tell entire history ludlow behind creed new house path leading pet cemetery spelled pet sematary ellen want go see jud willfully take family trip start hell creed family rachel kid gone ellen cat church dy jud feel ellen ready death cat suggests louis follow path past pet cemetery jud tell louis burial ground used micmac indian louis buries church without jud help couple day later church return alive hell movie one two horror movie could actually scare aside exorcist greatest performance would ever zelda rachel sister spinal meningitis victor pascow ghost try help creed making mistake bringing back thing dead music movie play extravagant part time sad mysterious go along movie wonderfully,1
"The story isn't very strong. Don't expect a ""Bourne identity"" kind of movie. It started of strong, Tara speaking Russian and it even sounded credible. (Not that I'm the Russian language expert.) Moscow had that darkish depressing look what gave this movie potential, I still believed in it. To bad it only took about half an hour to see they really missed the spot with this one. Acting was poor, maybe because the story itself was not very strong. There is this part in the movie where Gordon Patrick (Nick Moran) is having a conversation on the phone with the C.I.A., like you're listening to a Chinese synchronizer. W.T.F!? Too bad, the writer didn't even take little effort to give the main characters depth. Also, bit of a cheap and easy ending.<br /><br />Plus point is almost every scene where Tara Reid is in. Not that she's acting that well, in fact, she doesn't. But she really looks great in this movie. Overall, it was a bit of a disappointment. Rental material.maybe.",story strong expect bourne identity kind movie started strong tara speaking russian even sounded credible russian language expert moscow darkish depressing look gave movie potential still believed bad took half hour see really missed spot one acting poor maybe story strong part movie gordon patrick nick moran conversation phone like listening chinese synchronizer bad writer even take little effort give main character depth also bit cheap easy ending plus point almost every scene tara reid acting well fact really look great movie overall bit disappointment rental material maybe,0
"I'm grading this film on a curve, in other words, it isn't the greatest film that has ever been made but it does exactly what it set out to do. This is an excellent T&A film. I have no idea the count of how many T's or A's were seen in this film but I did see one shot that had 16 bare T's at one time, just to give you an idea. There are topless girls all throughout. There is a wet T-shirt contest scene. And the climax involves a game of touch football between two all-girl teams and every time one scores a touchdown the entire opposing team losing a piece of clothes. I don't know why this gets such a low rating here. Perhaps the people who gave it low scores thought they were going to see Citizen Kane. I love this movie and hope to find more similar ones. If you are looking for a GOOD campy T&A film I'd recommend this one.",grading film curve word greatest film ever made exactly set excellent film idea count many seen film see one shot bare one time give idea topless girl throughout wet shirt contest scene climax involves game touch football two girl team every time one score touchdown entire opposing team losing piece clothes know get low rating perhaps people gave low score thought going see citizen kane love movie hope find similar one looking good campy film recommend one,1
"I dont know why people think this is such a bad movie. Its got a pretty good plot, some good action, and the change of location for Harry does not hurt either. Sure some of its offensive and gratuitous but this is not the only movie like that. Eastwood is in good form as Dirty Harry, and I liked Pat Hingle in this movie as the small town cop. If you liked DIRTY HARRY, then you should see this one, its a lot better than THE DEAD POOL. 4/5",dont know people think bad movie got pretty good plot good action change location harry hurt either sure offensive gratuitous movie like eastwood good form dirty harry liked pat hingle movie small town cop liked dirty harry see one lot better dead pool,1
"This is so overly clichéd you'll want to switch it off after the first 45 minutes. The beginning is very interesting, with a fair going on and someone gets killed. This movie would have been better, set on this setting.<br /><br />So, Jill Johnson is a depressed sprinter with boyfriend issues. I don't see the point of adding her breakup with her boyfriend occurs in any of the events in the story.<br /><br />Since Jill has come home late, her father sends her to babysit for the Mandrakis's in their glamorous home in a deserted lake. The kids are sleeping and the maid is cleaning, another empty house to the side for their son who's at college. OK.<br /><br />After about half an hour of her stalking around the house by herself, she gets a couple of hang ups. Ooh, scary ones. TO which her friend comes to the rescue, to come up with a couple of high school lines about 'love' and whatever. Friend leaves and goes to her car. TO which then, she drops her keys. Uhhh...then the music! DumDumDum..! She fumbles to pick them up, and gets into her car. Which of course, doesn't start. How cliché'd is that..? So..She disappears =D Jill, alone again. UH. (Most of this movie is with her by herself, so there's not much dialog) So more hangups, she calls the police. Who say they cant help her, but call back if she has any more problems.<br /><br />So then she suspects that her boyfriend is calling, or her boyfriends friends are calling. They have been but only once. Like thats supposed to be scary much? Oh, and did I mention? Her friend just now comes on caller ID and some creepy man voice comes on. She gets all freaked out and shyt.<br /><br />Yeah, so skip that. She see's the light in the house of the Mandrakis's son go on. So she runs through the woods with music as her companion and goes in. Bleheh.<br /><br />AH ITS SO BORING I CANT CONTINUE!!!!!!!!!",overly clich want switch first minute beginning interesting fair going someone get killed movie would better set setting jill johnson depressed sprinter boyfriend issue see point adding breakup boyfriend occurs event story since jill come home late father sends babysit mandrakis glamorous home deserted lake kid sleeping maid cleaning another empty house side son college ok half hour stalking around house get couple hang ups ooh scary one friend come rescue come couple high school line love whatever friend leaf go car drop key uhhh music dumdumdum fumble pick get car course start clich disappears jill alone uh movie much dialog hangups call police say cant help call back problem suspect boyfriend calling boyfriend friend calling like thats supposed scary much oh mention friend come caller id creepy man voice come get freaked shyt yeah skip see light house mandrakis son go run wood music companion go bleheh ah boring cant continue,0
"This is absolute drivel, designed to shock and titillate the 60's mindset. The acting is completely wooden, consisting mainly of ad-libbing, which results in the sub standard actors dribbling the first thing they can think of, repetitively. <br /><br />The end result is of a badly written play being read by people who have no idea and couldn't care. The one exception to this is the lead character ""Joe"" (played by Joe Dallesandro) who spends a lot of the film in a naked stupor (either stoned, or the only one in the piece who can act!) Please don't think I don't ""get"" Warhol - this is plainly and simply a Stinker that should never have made it out of a film class.",absolute drivel designed shock titillate mindset acting completely wooden consisting mainly ad libbing result sub standard actor dribbling first thing think repetitively end result badly written play read people idea care one exception lead character joe played joe dallesandro spends lot film naked stupor either stoned one piece act please think get warhol plainly simply stinker never made film class,0
"This movie shows me, that americans have no knowledge about the situation in the sad balkan-brother war! Please, if you want to see umpire movies with this theme, watch ""Savior"", and you will see that nobody is ""bad""- and nobody is ""good"" in this land of tears and sorrows...",movie show american knowledge situation sad balkan brother war please want see umpire movie theme watch savior see nobody bad nobody good land tear sorrow,0
"1 out of 10.<br /><br />This is the kind of movie that you cant believe you just wasted 2 hours of your life as you see the credits role. I honestly think I could make a better Vampire movie.... and I know nothing. The only thing that does not just suck (harder than a Vampire) is Jason Scott Lee.... his character is at least a little bit cool, has some mystery, and kicks a little butt.",kind movie cant believe wasted hour life see credit role honestly think could make better vampire movie know nothing thing suck harder vampire jason scott lee character least little bit cool mystery kick little butt,0
"This movie starts out with a certain amount of promise; but, in my view, begins to lose it when the protagonist kidnaps the good Samaritan who comes to his aid when his car breaks down. That this well-meaning stranger begins to fix his car while he is away making a phone call is implausible enough, but that she is one of the few people in the country who can help him put his family's life back on track is the type of coincidence beginning writers are warned against using in their stories.<br /><br />I found this movie average at best. Art direction could have been much better, as could have been cinematography. The acting was good, and so was Eva van der Gucht's singing.",movie start certain amount promise view begin lose protagonist kidnaps good samaritan come aid car break well meaning stranger begin fix car away making phone call implausible enough one people country help put family life back track type coincidence beginning writer warned using story found movie average best art direction could much better could cinematography acting good eva van der gucht singing,0
"I recently read the story to see how these two match up, and if you can believe it, this film improves upon Balzac. The story is moved around, I think, to drive home the idea that Colonel Chabert is a man who has suffered much and yet he comes home, not a hero, but as an outcast.<br /><br />As someone mentioned, I was initially confused if Chabert was akin to The Return of Martin Guerre. No. It is firmly established by Balzac that Chabert is the real deal. What's interesting, though, is not is he, isn't he, but how his wife, and society, treats him.<br /><br />I think this is a timeless story of men who go off to fight for their country and when they come home time has left them behind. Chabert is a tragic figure made all the more poignant by the amazing Gerard Depardieu. I don't care that he's been in 1 million films, he's captivating.<br /><br />Fanny Ardant has a horrible character to play. Once a prostitute, Rose has used her feminine wiles to climb the social ladder. Are her emotions true for Compte Ferraud? I think they are and perhaps couple that with her social standing at the time, and you start to feel some empathy for her.<br /><br />Fabrice Lucini is slowly worming his way into my heart. He's exceptional here as Derville.<br /><br />I think if you can get your hands on this gem of a film, you won't be sorry. French cinema at its finest.",recently read story see two match believe film improves upon balzac story moved around think drive home idea colonel chabert man suffered much yet come home hero outcast someone mentioned initially confused chabert akin return martin guerre firmly established balzac chabert real deal interesting though wife society treat think timeless story men go fight country come home time left behind chabert tragic figure made poignant amazing gerard depardieu care million film captivating fanny ardant horrible character play prostitute rose used feminine wile climb social ladder emotion true compte ferraud think perhaps couple social standing time start feel empathy fabrice lucini slowly worming way heart exceptional derville think get hand gem film sorry french cinema finest,1
"Here's my first David Mamet directed film. Fitting, since it was his first, as well. <br /><br />The story here is uneven and it moves along like any con movie, from the little cons to the big cons to the all-encompassing con. It's like ""The Grifters,"" but without that film's level of acting. (In that film, John Cusack was sort of bland but that was the nature of his character.) The acting here is very flat (I sometimes wondered if the bland acting by Crouse was supposed to be some sort of attack on psychoanalysis). At least in the beginning. It never gets really good, but it evolves beyond painfully stiff line reading after about ten minutes. Early in the film, some of Lindsay Crouse's lines -- the way she reads them -- sound as if they're inner monologue or narration, which they aren't. With the arrival of Mantegna things pick up.<br /><br />The dialogue here isn't as fun as it should be. I was expecting crackerjack ring-a-ding-ding lines that roll off the tongue, but these ones don't. It all sounds very read, rather than spoken. Maybe Mamet evolved after this film and loosened up, but if not, then maybe he should let others direct his words. He's far too precious with them here and as a result, they lose their rhythmic, jazzy quality. What's more strange is that other than this, the film doesn't look or feel like a play. The camera is very cinematic. My only problem with ""Glengarry Glen Ross"" was that it looked too much like filmed theatre, but in that film the actors were not only accomplished, but relaxed and free. Everything flowed.<br /><br />I wouldn't mind so much if it sounded like movie characters speaking movie lines -- or even play characters speaking play lines -- but here it sounds like movie (or even book) characters speaking play lines. It's a weird jumble of theatre and film that just doesn't work. That doesn't mean the movie is bad -- it isn't, it's often extremely entertaining. The best chunk is in the middle.<br /><br />It's standard con movie stuff: the new guy (in this case, girl) Margaret Ford (Lindsay Crouse) gets involved in the seedy con underworld. How she gets involved is: she's a psychiatrist and one of her patients, Billy is a compulsive gambler. She wants to help him out with his gambling debt, so she walks into The House of Games, a dingy game room where con men work in a back room. I'll admit the setup is pretty improbable. (Were they just expecting Crouse to come in? Were they expecting she'd write a cheque? Was Billy in on it? One of these questions is definitely answered by the end, however.)<br /><br />And from here the cons are start to roll out. I found the beginning ones -- the little learner ones -- to be the most fun. We're getting a lesson in the art of the con as much as Crouse is. <br /><br />We see the ending coming, and then we didn't see the second ending coming, and then the real ending I didn't see coming but maybe you did. The ball just keeps bouncing back and forth and by the last scene in the movie we realize that the second Crouse walked into The House of Games she found her true calling.<br /><br />I'm going to forgive the annoying opening, the improbable bits and the strange line-reading because there are many good things here. If the first part of the movie seems stagy, stick with it. After the half-hour mark it does really get a momentum going. If you want a fun con movie, then here she is. If you want Mamet, go watch ""Glengarry Glen Ross"" again -- James Foley did him better.<br /><br />***",first david mamet directed film fitting since first well story uneven move along like con movie little con big con encompassing con like grifter without film level acting film john cusack sort bland nature character acting flat sometimes wondered bland acting crouse supposed sort attack psychoanalysis least beginning never get really good evolves beyond painfully stiff line reading ten minute early film lindsay crouse line way read sound inner monologue narration arrival mantegna thing pick dialogue fun expecting crackerjack ring ding ding line roll tongue one sound read rather spoken maybe mamet evolved film loosened maybe let others direct word far precious result lose rhythmic jazzy quality strange film look feel like play camera cinematic problem glengarry glen ross looked much like filmed theatre film actor accomplished relaxed free everything flowed mind much sounded like movie character speaking movie line even play character speaking play line sound like movie even book character speaking play line weird jumble theatre film work mean movie bad often extremely entertaining best chunk middle standard con movie stuff new guy case girl margaret ford lindsay crouse get involved seedy con underworld get involved psychiatrist one patient billy compulsive gambler want help gambling debt walk house game dingy game room con men work back room admit setup pretty improbable expecting crouse come expecting write cheque billy one question definitely answered end however con start roll found beginning one little learner one fun getting lesson art con much crouse see ending coming see second ending coming real ending see coming maybe ball keep bouncing back forth last scene movie realize second crouse walked house game found true calling going forgive annoying opening improbable bit strange line reading many good thing first part movie seems stagy stick half hour mark really get momentum going want fun con movie want mamet go watch glengarry glen ross james foley better,1
